"RT @WhiteHouse: Happy 5th Birthday #WestWingWeek!
Watch President Obama and President Underwood take you behind the scenes → https://t.co/k…",BarackObama
"LIVE: President Obama is speaking in Louisville, Kentucky, about the economy. http://t.co/P1uPeIHzQK",BarackObama
"Tune in at 5:50 p.m. ET to watch the President deliver remarks on our economy in Louisville, Kentucky: http://t.co/hDIWz5iCjN",BarackObama
We need a budget that works for every American—not just the wealthy few. http://t.co/GOsmghWkdm,BarackObama
Happening now: The President is delivering a statement on Iran. http://t.co/mOCyKcxnBU,BarackObama
"This 9-year-old girl stood up for what she believes in, and then got a letter back from the President: http://t.co/PmeH355GJu",BarackObama
"Read how #Obamacare is a major reason why we’ve seen an estimated 50,000 fewer preventable patient deaths: http://t.co/DbLeHw8uk0",BarackObama
Renewable energy investments are up 17 percent globally from 2013. Read more: http://t.co/u7EMZHKmXW,BarackObama
The budget resolutions Congress passed would devastate programs millions of middle-class families rely upon. http://t.co/r3sFun6Xc5,BarackObama
Climate change is a global problem. Here's another step towards solving it: http://t.co/4VapHLCqo4 #ActOnClimate,BarackObama
Get ready for the final sprint. You have until midnight to enter ... Go! http://t.co/XMBLzQanJW http://t.co/x76RVF9j9l,BarackObama
This shouldn't be a debate. #ActOnClimate http://t.co/0seYdeb81r,BarackObama
"RT @WhiteHouse: America is taking steps to #ActOnClimate, and the world is joining us → https://t.co/Ft0xj1KpIJ http://t.co/yqaM9MMwgt",BarackObama
You could talk about anything—even compare jump shots. Enter now: http://t.co/7MlSY6kPWU http://t.co/gohG6pr0Hj,BarackObama
Be one of the people building this grassroots movement from the ground up: http://t.co/lznuV1ZcpF,BarackObama
"Stay calm, but act fast: There's one day left to enter for the chance to meet President Obama. http://t.co/gKX4B990RC http://t.co/Daxot5WWkW",BarackObama
Another nation commits to #ActOnClimate—Mexico announced it would cut carbon pollution 25 percent by 2030: http://t.co/Jbt77AReBo,BarackObama
"Free flight, free hotel, and a chance to meet the President? Enter today: http://t.co/qhUAuJhsg6 http://t.co/sy3HPJzmes",BarackObama
LIVE: President Obama is speaking about the life and legacy of Senator Ted Kennedy in Boston. http://t.co/Rbqwuf5F9B,BarackObama
"""Protecting working Americans’ paychecks shouldn’t be a partisan issue."" —President Obama http://t.co/tpyzuZj5Jz",BarackObama
WATCH: The President highlights the progress made since he signed Wall Street reform into law five years ago. http://t.co/tpyzuZj5Jz,BarackObama
You've got this: http://t.co/l8zQYngoOn http://t.co/Iue5qqR3Lu,BarackObama
Check this off your bucket list. http://t.co/1PRAd7UjfO http://t.co/0Dr0V3czMH,BarackObama
"""Time and time again, @SenatorReid stood up to special interests and made sure every one of his constituents had a voice."" —President Obama",BarackObama
Wouldn't it be nice to fly to D.C. to meet President Obama? Here's your chance: http://t.co/0GFAvXmTl2,BarackObama
"If you believe in this grassroots movement for change, make an investment in its future—chip in today: http://t.co/2Uya7GsZR7",BarackObama
"""There's nothing we can't do if the American people decide it's time."" —President Obama",BarackObama
"""We're also our brother's keeper ... our sister's keeper. We're also a country that believes everyone gets a fair shot."" —President Obama",BarackObama
"""Wall Street reform, what we passed five years ago, is protecting working families and taxpayers."" —President Obama",BarackObama
"""I want to invest in basic research so the jobs and industry of the future take root here."" —President Obama",BarackObama
"""The deficit has come down by two-thirds since I've been president."" —President Obama",BarackObama
"""I want to put more people back to work—rebuilding our roads and our bridges, modern ports, faster trains, faster internet"" —President Obama",BarackObama
"""These ideas are not about ideology—the reason we proposed these ideas is because we know they work."" —President Obama",BarackObama
"""Two years of community college should be as free and universal as high school is today."" —President Obama #CollegeOpportunity",BarackObama
"""Thanks to the hard work of the American people, America's coming back."" —President Obama",BarackObama
"""More than 16 million Americans have gained the security of health insurance."" —President Obama #BetterWithObamacare",BarackObama
"""In America, if you work hard, you can get ahead."" —President Obama",BarackObama
"LIVE: President Obama is speaking about the economy at Lawson State Community College in Birmingham, Alabama. http://t.co/TERXv0teTo",BarackObama
Tune in at 4:10 p.m. ET to watch President Obama speak about the economy at Lawson State Community College: http://t.co/ivdE7qV1IZ,BarackObama
"Add your name. 

Get entered to win a trip for two to D.C. 

Meet the President. 

It's that easy. 

http://t.co/opcHFYDowY",BarackObama
Get ready—enter for your chance to meet President Obama: http://t.co/Mp6Ih8FzkE http://t.co/ilxzLTtOmG,BarackObama
Read how these three women's lives and careers are #BetterWithObamacare: http://t.co/t4W5gK0ZVi,BarackObama
This is a free trip for two to our nation's capital—and you'll get to meet President Obama: http://t.co/XjDszqhuEZ,BarackObama
"""It's the end of discrimination against the sick in America."" —President Obama on how we're #BetterWithObamacare. http://t.co/6um94lVVqj",BarackObama
Think you can nail the punchline? Here's your chance: http://t.co/aUjti19at7 http://t.co/2lAPhU7z9x,BarackObama
LIVE: President Obama is talking about the success of the Affordable Care Act. http://t.co/33ShdBN7sC,BarackObama
"""It is unbelievable what so many of these young people have accomplished."" —President Obama http://t.co/GUSJaP8dYz #WHScienceFair",BarackObama
"WATCH: President Obama talks with 6-year-old ""Supergirls"" at the #WHScienceFair. http://t.co/oyK076HvSz",BarackObama
"Share what inspired you to get involved, and be automatically entered to meet the President: http://t.co/RwHocu9VZ2 http://t.co/qfGAxG2XgP",BarackObama
"Read how #Obamacare has been an ""amazing catalyst for job creation and innovation."" http://t.co/DblLbnl9gR",BarackObama
"Five years ago, health care reform became law. Since then, it's helped 16M people get covered: http://t.co/eRFFIrEGSy #BetterWithObamacare",BarackObama
"On the fifth anniversary of health care reform, see how America is #BetterWithObamacare: http://t.co/kzRIKpEvft http://t.co/ZdvOy37FwM",BarackObama
"“Actual facts show that the Affordable Care Act is good for our economy."" —President Obama http://t.co/0slLjygF3L #BetterWithObamacare",BarackObama
WATCH: The President calls on the Senate to stop playing politics and confirm Loretta Lynch as Attorney General. http://t.co/q7PqJylPKx,BarackObama
LIVE: President Obama is speaking about helping all young Americans reach their full potential at the #WHFilmFest. http://t.co/hCmAG8mdYj,BarackObama
RT @WhiteHouse: Tune in at 1pm ET for some amazing short films at the 2015 #WHFilmFest → http://t.co/eZwdRbn8YE http://t.co/Z7uFQRWvj2,BarackObama
Vote on the Flunked-Science Four now: http://t.co/RjSXjrli7Y #ChampionDenier http://t.co/wUamlZkOiv,BarackObama
"The President announced a 40% cut in federal carbon pollution over the next decade, saving $18 billion. http://t.co/sK2xWX1nkV #ActOnClimate",BarackObama
America needs a budget that builds a stronger middle class—not one that revisits failed policies. http://t.co/MQFFJp8gCT,BarackObama
It's that time of year. Check out the Presidential Bracket. http://t.co/EX1zWLLzIW #Baracketology,BarackObama
"""We know what works. We know what we have to do. We've just got to put aside the stale and outmoded debates."" —President Obama",BarackObama
"""Today I announced nearly $500 million in new public and private investment for American manufacturing."" —President Obama",BarackObama
"""I've proposed making two years of community college as free and universal as high school is today."" —President Obama",BarackObama
"""I want to make sure all our kids get a great education from the earliest age."" —President Obama",BarackObama
"""Republicans in Congress have put together the same proposals year after year after year."" —President Obama",BarackObama
"""The Republican budget would strip health insurance for millions of Americans."" —President Obama",BarackObama
"""There's nothing I'd like more than an opposition party that works with me to let hard-working Americans get ahead."" —President Obama",BarackObama
"""Reality has rendered it's judgement: Trickle-down economics does not work, and middle-class economics does."" —President Obama",BarackObama
"""We've emerged from what was a once-in-a-generation crisis, better positioned for the future than any of our competitors."" —President Obama",BarackObama
"""Since I took office, we've cut our deficits as a share of our economy by about two-thirds."" —President Obama",BarackObama
"""More than 16 million Americans have gained the security of health care coverage."" —President Obama",BarackObama
"""The typical family this year should save more than $700 at the pump."" —President Obama",BarackObama
"""Every three weeks we produce as much solar power as we did in all of 2008.""  —President Obama",BarackObama
"""Today there are more job openings in the United States than any time since 2001."" —President Obama",BarackObama
"""We're now in the midst of the longest streak of private-sector growth on record."" —President Obama",BarackObama
"""America's businesses have added more than 200,000 jobs each month for 12 straight months."" —President Obama",BarackObama
"""Do we retreat from the realities of a 21st century economy, or do we advance together?""—President Obama",BarackObama
LIVE: President Obama speaks at the City Club of Cleveland about the importance of middle-class economics. http://t.co/JvJtGuIwTL,BarackObama
"Tune in at 2:55 p.m. ET to watch President Obama talk about middle-class economics in Cleveland, Ohio. http://t.co/4mJWJXjxIP",BarackObama
Read the President's reply to a high school student's letter about the unequal distribution of school supplies: http://t.co/Lfi8mSsS4f,BarackObama
Happy Saint Patrick's Day. http://t.co/i2hxSFrYGB,BarackObama
WATCH: President Obama discusses #CollegeOpportunity with students from across the country. http://t.co/nfa7wPavgW,BarackObama
"Before this round ends, help decide who advances in the Climate Change Fantasy Tournament: http://t.co/O2fR9gnCxk #ChampionDenier",BarackObama
"Thanks to #Obamacare, 16.4 million more Americans have the security of health coverage. http://t.co/BY6k3y3dZ2",BarackObama
"In the weekly address, President Obama lays out his plan for quality, affordable higher education for all Americans: http://t.co/HlBdGKnxYl",BarackObama
Read how the Obama administration is fighting state bans on same-sex marriage: http://t.co/uAjlQQ5jho #LoveIsLove,BarackObama
Time to weigh in—who deserves the #ChampionDenier title? http://t.co/Fyyz0hLnez,BarackObama
For real though: http://t.co/mjoOt7YfVz #CanILive,BarackObama
RT @JimmyKimmelLive: #TBT Just two dudes sharing a high five. Watch Jimmy interview President Obama TONIGHT on #Kimmel! #ObamaOnKimmel http…,BarackObama
"We've already tripled wind energy in America, but there's more we can do. http://t.co/elImYrEShN #SwitchToClean",BarackObama
Who will take home the title of #ChampionDenier? Vote now: http://t.co/hFWKz1uKEf http://t.co/l8TGDshzIg,BarackObama
"RT @FLOTUS: If you submit a video on your high school and the @FAFSA, FLOTUS might speak at graduation. http://t.co/fOcbGMsSVU http://t.co/…",BarackObama
ICYMI: Nearly 11.7 million Americans enrolled in health care through the open marketplace. http://t.co/tNREJaKtvH,BarackObama
"Solar power is growing at record rates, supporting American jobs and helping fight climate change: http://t.co/oTBPdkIBRH #SwitchToClean",BarackObama
We're making big strides in combating climate change—but more can be done. #ActOnClimate http://t.co/VOhJDGMtMH,BarackObama
"""No matter who you are or where you come from, not only can you succeed, but you can help everybody else succeed."" —President Obama",BarackObama
"""Inspire us. Lead us. Be the Americans that we need you to be."" —President Obama #CollegeOpportunity",BarackObama
"""Change doesn't happen by itself. It happens because people get organized."" —President Obama",BarackObama
"""You're not just investing in yourself—you're investing in your nation."" —President Obama #CollegeOpportunity",BarackObama
"""We're trying to make sure that across the board more and more young people can afford to go to college."" —President Obama",BarackObama
"""I sent Congress a bold new plan to bring down the cost of community college to zero."" —President Obama #CollegeOpportunity",BarackObama
"""I'm only standing here because of scholarships and loans and work study."" —President Obama #CollegeOpportunity",BarackObama
"""I believe America is not a place where higher education is a privilege reserved for the few."" —President Obama #CollegeOpportunity",BarackObama
"""The ability to compete in the global economy depends on us having the world's most skilled, best educated workforce.""  —President Obama",BarackObama
"""Your most valuable asset is your imagination."" —President Obama #CollegeOpportunity",BarackObama
"""Today a college degree is the surest ticket to the middle class."" —President Obama #CollegeOpportunity",BarackObama
"""After the worst economic crisis of our lifetimes, over the past five years our economy has created 12 million new jobs."" —President Obama",BarackObama
"""I believe that higher education is one of the best investments anybody can make in their future."" —President Obama #CollegeOpportunity",BarackObama
LIVE: President Obama is talking to students at @GeorgiaTech about how to make college in America more affordable. http://t.co/8Nb4gVygp2,BarackObama
Tune in at 1:30 p.m. ET to watch President Obama discuss college affordability at @GeorgiaTech: http://t.co/SFwboCIk9b,BarackObama
"RT @WhiteHouse: Our march is not yet finished, but we're getting closer.
http://t.co/uVWBvryy1E
#Selma50 #MarchOn http://t.co/zuydM04JB7",BarackObama
Watch President Obama and @FLOTUS reflect on their visit to Selma: http://t.co/ROj1LJXoGh #Selma50,BarackObama
"""Women make immeasurable contributions to our world."" —President Obama #HappyInternationalWomensDay http://t.co/IcllNqPgcR",BarackObama
"RT @vj44: POTUS invited an old friend, Edith Childs, to his town hall. Edith was the first to say ""Fired Up, Ready to Go!!"" http://t.co/wR6…",BarackObama
"""We honor those who walked so we could run. We must run so our children soar."" —President Obama #Selma50 #MarchOn",BarackObama
"""What a glorious task we are given, to continually try to improve this great nation of ours."" —President Obama #Selma50 #MarchOn",BarackObama
"""We respect the past, but we don’t pine for the past. We don’t fear the future."" —President Obama #Selma50 #MarchOn",BarackObama
"""We know America is what we make of it."" —President Obama #Selma50 #MarchOn",BarackObama
"""We can make sure every person willing to work has the dignity of a job, and a fair wage, and a real voice."" —President Obama #Selma50",BarackObama
"""With effort, we can roll back poverty and the roadblocks to opportunity."" —President Obama #Selma50 #MarchOn",BarackObama
"""This is work for all Americans, and not just some. Not just whites. Not just blacks."" —President Obama #Selma50 #MarchOn",BarackObama
"""Selma teaches us, too, that action requires that we shed our cynicism."" —President Obama #Selma50 #MarchOn",BarackObama
"""If Selma taught us anything, it’s that our work is never done."" —President Obama #Selma50 #MarchOn",BarackObama
"""Young people can draw strength from this place, where the powerless could change the world’s greatest power."" —President Obama #Selma50",BarackObama
"""That’s what this movement was all about—one leg in our long journey toward freedom."" —President Obama #Selma50 #MarchOn",BarackObama
"""What greater form of patriotism is there than the belief that America is not yet finished."" —President Obama #Selma50 #MarchOn",BarackObama
"""What could be more American than what happened in this place?"" —President Obama #Selma50 #MarchOn",BarackObama
"""They proved that nonviolent change is possible. That love and hope can conquer hate."" —President Obama #Selma50",BarackObama
"""What enormous faith these men and women had—faith in God, but also faith in America."" —President Obama #Selma50",BarackObama
"""It was not a clash of armies, but a clash of wills; a contest to determine the true meaning of America."" —President Obama #Selma50",BarackObama
"""There are places and moments in America where this nation’s destiny has been decided ... Selma is such a place."" —President Obama #MarchOn",BarackObama
LIVE: President Obama is speaking at the Edmund Pettus Bridge on the 50th anniversary of the Selma marches. http://t.co/8JypQTMQFo #Selma50,BarackObama
"Tune in at 2:35 p.m. ET to watch President Obama speak in Selma, Alabama: http://t.co/wF2J5vKpRY #MarchOn http://t.co/COHzBaUleZ",BarackObama
WATCH: President Obama discusses the need to encourage the education of girls around the globe. http://t.co/vtisyocnkt #LetGirlsLearn,BarackObama
"Learn about the legacy of Selma, listen to stories from courageous civil rights activists, and #MarchOn: http://t.co/YR0mks1ORz",BarackObama
"RT @WhiteHouse: “Do not get cynical about what’s possible."" —President Obama to young people at @BenedictEDU http://t.co/oRBdFILRhk",BarackObama
LIVE: President Obama is participating in a town hall at @BenedictEDU about youth opportunities. http://t.co/l1rEKQHzkY,BarackObama
"Our economy added 295,000 jobs last month—that's a record 60 consecutive months of private-sector job growth: http://t.co/t0cG7USZcN",BarackObama
RT @WhiteHouse: Find out how you can make a difference in the lives of some incredible young people → http://t.co/ISMQ8Sfxph #MyBrothersKee…,BarackObama
The number of uninsured Americans continues to drop within the first two months of 2015: http://t.co/E2HVFlRx3k,BarackObama
The unemployment rate dropped in every single state during 2014—the first time that's happened in 30 years. http://t.co/1ngUD95daI,BarackObama
President Obama's progressive trade deal would mean stronger protections for workers and the environment: http://t.co/qpF2biBTpJ,BarackObama
"If you're passionate about marriage equality, take a look at this progress—state by state: http://t.co/f9T7HxIk3H #LoveIsLove",BarackObama
RT @FLOTUS: Worth a read: The First Lady on @Upworthy announcing new steps to help #LetGirlsLearn around the globe: http://t.co/IldEFrMx9w,BarackObama
"""Every girl deserves an education."" —President Obama #LetGirlsLearn http://t.co/9L7MTiYog6",BarackObama
LIVE: President Obama and @FLOTUS discuss expanding efforts to help #LetGirlsLearn around the world. http://t.co/TfhhouKtpU,BarackObama
"""Throughout history, extraordinary women have fought tirelessly to broaden our democracy's reach."" —President Obama #WomensHistoryMonth",BarackObama
The excuses not to #ActOnClimate need to end. http://t.co/B5WMlIYGjc,BarackObama
"In the weekly address, the President talks about ensuring that all hard-working Americans can retire with dignity. http://t.co/fAEEiGTX9Z",BarackObama
Six hours until a Homeland Security shutdown. #EnoughAlready—time to pass the bipartisan funding bill now.,BarackObama
"""Long before being nerdy was cool, there was Leonard Nimoy."" —President Obama #LLAP",BarackObama
We can't govern from crisis to crisis. Add your name if you support a long-term plan to #FundDHS: http://t.co/XEdo1TVpad #EnoughAlready,BarackObama
"""You shouldn't feel like you can't make mistakes at this point."" —President Obama to Noah McQueen http://t.co/qYODkrfFOr #MyBrothersKeeper",BarackObama
RT @WhiteHouse: RT if you agree: It's time for Republicans in Congress to stop playing politics with our national security. #FundDHS http:/…,BarackObama
"Great news: Today, the @FCC voted in favor of a free and open internet. http://t.co/CfSxpVyqxd #NetNeutrality",BarackObama
Missed the #ObamaTownHall on immigration reform last night? Watch it here: http://t.co/HBzeHGTwOk,BarackObama
IMPORTANT: Congress is only one day away from another shutdown. #EnoughAlready http://t.co/xz5DwiZ3Ef,BarackObama
"RT @msnbc: .@jdbalart hosts an immigration town hall with Pres. Obama on Wednesday at 8 pm ET only on @msnbc. #ObamaTownHall
https://t.co/p…",BarackObama
RT @TelemundoNews: Esta noche @telemundo te presenta el “Encuentro con Obama”. Envía tus preguntas al hashtag =&gt; #ObamaResponde http://t.co…,BarackObama
We're just two days away from another shutdown—your voice matters more than ever. Add your name: http://t.co/BCsbHIV3cc #EnoughAlready,BarackObama
Consumer protections for retirement savings are critical for middle-class families. Read why: http://t.co/4NzNDUEm4v (via @DispatchAlerts),BarackObama
Tell new congressional leaders #EnoughAlready—no more manufactured crises over politics: http://t.co/oo3AmsIq4J,BarackObama
ICYMI: A comprehensive immigration reform bill sat on Speaker Boehner's desk for more than 500 days. #EnoughAlready,BarackObama
Some in Congress would choose not to fund @DHSgov rather than fix our broken immigration system. #EnoughAlready,BarackObama
"""It's time to end the era of manufactured crises."" —President Obama on #ImmigrationAction http://t.co/yWQLxIl1Cc",BarackObama
Let congressional leaders know that another shutdown is the last thing we need. Add your name now: http://t.co/y4ayySH3dV #EnoughAlready,BarackObama
Reminder: The debate in Congress right now is supposed to be about funding the Department of Homeland Security. #EnoughAlready,BarackObama
"RT @WhiteHouse: ""In America, after a lifetime of hard work, you should be able to retire with dignity and a sense of security."" —Obama #Pro…",BarackObama
LIVE: President Obama is talking about how strengthening retirement security is good for the middle class. http://t.co/tcc8b52RUA,BarackObama
"Only two months on the job, the new Congress is already threatening a partial government shutdown. #EnoughAlready http://t.co/8OX0MCxbzc",BarackObama
"In the weekly address, the President discusses opening new markets to grow the economy and support good-paying jobs: http://t.co/iQPq7eWjfe",BarackObama
Every day is #LoveYourPetDay. http://t.co/yxrIDz3gU6,BarackObama
Here are eight ways #Obamacare has proved the critics wrong: http://t.co/kjxbQXoraW (h/t @voxdotcom),BarackObama
It's more than health insurance—it's peace of mind. http://t.co/nBIJv0evNk,BarackObama
LIVE: The President announces new national monuments and an initiative to protect the nation's unique outdoor spaces. http://t.co/KyWNB87mKy,BarackObama
"""Trade has an important role to play in supporting good-paying, middle-class jobs in the U.S."" —President Obama http://t.co/521E9s0SB4",BarackObama
Too many lawmakers still deny the science of climate change. Call them out now: http://t.co/qlquFqhsA6 #ActOnClimate http://t.co/MbzTx9Wz3E,BarackObama
The Affordable Care Act is helping millions of families—we can't go back now. http://t.co/OWOxJreB2m,BarackObama
"RT @WhiteHouse: BREAKING: About 11.4 million Americans are signed up for private health coverage. #11MillionAndCounting #ACAWorks
https://t…",BarackObama
"RT @FLOTUS: Look who's helping kids #eatbrighter:
@BillyEichner ✓
@BigBird ✓
@FunnyOrDie ✓
@PMA ✓
The First Lady ✓
http://t.co/YuTbrYlTx1 #…",BarackObama
The deadline is here. Go #GetCoveredNow: http://t.co/xTRj74V0N6 http://t.co/ykQVuz3NC8,BarackObama
RT @GetCoveredUS: Today is the LAST DAY to #GetCovered. http://t.co/Vl1ly348EF #GetCoveredNow http://t.co/eNLzQBGxfJ,BarackObama
Last call for health insurance this year: http://t.co/1jOkVIuE0L #GetCoveredNow,BarackObama
"""Nothing will determine our success as a nation in the 21st century more than how well we educate our kids."" http://t.co/LD1A7FBBDH",BarackObama
Get it done today: http://t.co/4Z0Bzqjrfn http://t.co/UNJMlJRYsa,BarackObama
"In the weekly address, the President lays out his plan to ensure more kids graduate from school ready for the future: http://t.co/dMEJG0KJ6Y",BarackObama
Just like your favorite romantic comedies—but with benefits: http://t.co/60fxgyjsry #GetCoveredNow,BarackObama
The United States can make real progress on climate change. Read more from @Podesta44: http://t.co/WZArcVM0IN,BarackObama
LIVE: President Obama is speaking at the White House #CyberSummit at @Stanford. http://t.co/CXo6EhiiVk,BarackObama
Make sure your loved ones are covered: http://t.co/SWjS2289uU #GetCoveredNow http://t.co/xGHVrBHovH,BarackObama
Speaking of #YOLO: http://t.co/gHVJID0tvP,BarackObama
"So, this happened: http://t.co/bVx7fyDEl3 #CanILive",BarackObama
No more games—Congress should stop the political posturing and make progress on immigration. #EnoughAlready http://t.co/LH2npSuNR4,BarackObama
Three days left: http://t.co/qHVxbtrGnU #GetCovered http://t.co/LNfpXIp470,BarackObama
Happening now: President Obama discusses taking action against ISIL. http://t.co/HarnB4wWMb,BarackObama
The President discusses the importance of health care and marriage equality progress in his interview with @BuzzFeed: http://t.co/EGKNHMWp8J,BarackObama
"Of all the things you do today, getting covered before the enrollment deadline could be the most crucial: http://t.co/3uAVMQWgm4 #GetCovered",BarackObama
It's the final countdown: Only five days left in the enrollment period. #GetCovered now. http://t.co/iToBPhVVmy http://t.co/hYgwhVrPa7,BarackObama
It's time to #GetCovered. Watch: http://t.co/EpFCypkQWH,BarackObama
Joshua got covered so that he could stay healthy—without worrying about expensive premiums. http://t.co/RSnykzs9Xf,BarackObama
Repealing the Affordable Care Act would mean millions of Americans could lose their health insurance: http://t.co/LnUNqKlZSw,BarackObama
"President Obama sat down with @voxdotcom to discuss health care, the economy, and America's position in the world: http://t.co/5JIJ23wiWH",BarackObama
Watch the message that aired tonight during the #Grammys from President Obama: #ItsOnUs to stop sexual assault. http://t.co/xytAN7mSyW,BarackObama
"Watch: In the weekly address, President Obama highlights the country's economic progress. http://t.co/r7fV6DJL2p",BarackObama
Watch: These people are why the Affordable Care Act matters. http://t.co/dousOukeLQ,BarackObama
"""Let's roll up our sleeves, work together, and try to get something done."" —President Obama",BarackObama
"""I'm not pushing these ideas for my sake. I'm pushing them because I think this is where America needs to go."" —President Obama #Leadership",BarackObama
"""At a time when the economy is picking up speed and growing again, we've got to work twice as hard."" —President Obama",BarackObama
"""I want to make sure that this is a country where hard work is rewarded."" —President Obama",BarackObama
"""We have risen from recession, freer to write our own future than any nation on earth."" —President Obama",BarackObama
"""America is poised for another good year... as long as Washington works to keep this progress going."" —President Obama",BarackObama
"""And, in the single most hopeful sign for middle-class families, wages are starting to go up again."" —President Obama",BarackObama
"""Over the past 59 months, the private sector has added almost 12 million new jobs."" —President Obama",BarackObama
"""In 2014, our economy created 3.1 million jobs—and that's the best year of job growth since the 1990s."" —President Obama",BarackObama
LIVE: The President answers questions from students and faculty at Ivy Tech Community College in Indianapolis. http://t.co/v84rVrP58Z,BarackObama
Tune in at 2:15 p.m. ET to watch President Obama take questions from students on jobs and education at a town hall: http://t.co/jOMmTxPlUt,BarackObama
"The economy added 257,000 jobs in January, part of the strongest three-month growth since 1997. Let's keep it going: http://t.co/bXXbvC1n6k",BarackObama
Good news: Wind and solar energy have tripled since 2008. http://t.co/osh3AsFWqB,BarackObama
WATCH: No one's invincible. http://t.co/gDzSSCx1G5 #GetCovered,BarackObama
"Jake has coverage he can count on, for less than he expected. #GetCovered http://t.co/NjJhUDnUiR",BarackObama
The last chance to #GetCovered for 2015 is only days away. Find a plan today: http://t.co/4lQezMBknb http://t.co/oTh6b92jJ1,BarackObama
"Today, President Obama met with young immigrants whose lives are positively affected by #ImmigrationAction. http://t.co/bmYOO4TKwb",BarackObama
Not that much time left to #GetCovered: http://t.co/nf95N0Umwf,BarackObama
RT @OFA: Help commemorate #BlackHistoryMonth—it's on all of us to get involved and make a positive impact: http://t.co/HUpEY5KK9K,BarackObama
"Check out President Obama's comprehensive budget plan, and see how he's investing in middle-class families: http://t.co/gUcWhfu36y",BarackObama
"""We have to pass a budget that gives middle-class families the security they need to get ahead in the new economy."" —President Obama",BarackObama
LIVE: President Obama discusses how his budget will bring middle-class economics into the 21st century. http://t.co/9Y8HDe9GIE,BarackObama
"RT @OFA: Okay, campers, rise and shine. Another attempt to repeal Obamacare is making it coooold out there today.",BarackObama
"""I will keep doing everything I can to help more working families make ends meet and get ahead."" —President Obama http://t.co/exNWiYdigT",BarackObama
"In the weekly address, President Obama lays the foundation for focusing on middle-class economics: http://t.co/wOAIO5wiLj",BarackObama
Check getting covered off of your to-do list. Find a plan that works for you before the February 15th deadline: http://t.co/rV08U27qC2,BarackObama
